"SUID","annotation","database","id","instance","interaction","Interactiontype","metaid","modifiers","name","PMIDs","polarity","products","r_id","reactants","reldate","release","selected","shared interaction","shared name","shared_interaction","shared_name","source","source_alias","target","target_alias","type"
"103423","pubmed:23742843|pubmed:18761658",,"58766","sa467 -D csa44","interacts with","interaction","re281","s10336","        p53         (interacts with)  MDM2/p53 Complex ",,"0.0","s1402","re281","s483|s10336",,,"false","interacts with","        p53         (interacts with)  MDM2/p53 Complex ","interacts with","        p53         (interacts with)  MDM2/p53 Complex ","56799",,"55671",,"HETERODIMER_ASSOCIATION"
"103424","pubmed:23742843|pubmed:24844434|pubmed:18761658",,"58765","sa467 -D csa45","interacts with","interaction","re269","s10335","        p53         (interacts with) mdm2/mdmx/p53 complex",,"0.0","s1404","re269","s483|s1410",,,"false","interacts with","        p53         (interacts with) mdm2/mdmx/p53 complex","interacts with","        p53         (interacts with) mdm2/mdmx/p53 complex","56799",,"55743",,"HETERODIMER_ASSOCIATION"
"103425","pubmed:24330305|pubmed:14570040",,"58764","csa130 -D csa126","interacts with","interaction","re480","","Presenilin 1/2/Nicastrin/PEN2/APH1 (interacts with)  NOTCH ",,"0.0","s10290","re480","s10099|s1304|s1337",,,"false","interacts with","Presenilin 1/2/Nicastrin/PEN2/APH1 (interacts with)  NOTCH ","interacts with","Presenilin 1/2/Nicastrin/PEN2/APH1 (interacts with)  NOTCH ","56798",,"56296",,"HETERODIMER_ASSOCIATION"
"103426","pubmed:23360785",,"58763","sa1866 -D sa1876","interacts with","interaction","re859","s3151"," P27KIP1  (interacts with) p27KIP",,"0.0","s3098","re859","s3087",,,"false","interacts with"," P27KIP1  (interacts with) p27KIP","interacts with"," P27KIP1  (interacts with) p27KIP","56797",,"56034",,"TRANSLATION"
"103427","pubmed:24330305|pubmed:22397947|pubmed:24550252",,"58762","sa861 -D sa978","interacts with","interaction","re493","s4882","NOTCH icd (interacts with)  NOTCH icd ",,"0.0","s1653","re493","s1331",,,"false","interacts with","NOTCH icd (interacts with)  NOTCH icd ","interacts with","NOTCH icd (interacts with)  NOTCH icd ","56796",,"56366",,"TRANSPORT"
"103428","pubmed:16524427",,"58761","sa1715 -D sa1718","interacts with","interaction","re768","s181","IL-1_beta_ (interacts with)  IL-1_beta_ ",,"0.0","s2826","re768","s2823",,,"false","interacts with","IL-1_beta_ (interacts with)  IL-1_beta_ ","interacts with","IL-1_beta_ (interacts with)  IL-1_beta_ ","56794",,"56750",,"TRANSCRIPTION"
"103429","pubmed:15459662",,"58760","csa401 -o sa2871","interacts with","stimulation","re1381","s6278","DOCK-180/CRK (interacts with)  C3G ",,"1.0","s6353","re1381","s6353",,,"false","interacts with","DOCK-180/CRK (interacts with)  C3G ","interacts with","DOCK-180/CRK (interacts with)  C3G ","56793",,"56252",,"CATALYSIS"
"103430","pubmed:12635172",,"58759","csa401 -D csa402","interacts with","interaction","re1377","","DOCK-180/CRK (interacts with)  DOCK-180/CRK ",,"0.0","s6279","re1377","s6278|s6275",,,"false","interacts with","DOCK-180/CRK (interacts with)  DOCK-180/CRK ","interacts with","DOCK-180/CRK (interacts with)  DOCK-180/CRK ","56793",,"56397",,"HETERODIMER_ASSOCIATION"
"103431","pubmed:18508457|pubmed:18508457|pubmed:21914141|pubmed:21914141|pubmed:21914141|pubmed:21914141|pubmed:21914141|pubmed:18983537",,"58758","sa1592 -o sa1585","interacts with","stimulation","re728","s2576|s1936|s1943|s2582|s2587|s2601","ROS (interacts with) p38MAPK|_pho|active",,"1.0","s2581","re728","s2580",,,"false","interacts with","ROS (interacts with) p38MAPK|_pho|active","interacts with","ROS (interacts with) p38MAPK|_pho|active","56792",,"56150",,"CATALYSIS"
"103432","pubmed:24239264",,"58757","csa9 -D csa73","interacts with","interaction","re551",""," TGF_beta_R2/TGF_beta_R1|active  (interacts with) TGF_beta_R2/TGF_beta_R1/PI3K",,"0.0","s852","re551","s10208|s9081",,,"false","interacts with"," TGF_beta_R2/TGF_beta_R1|active  (interacts with) TGF_beta_R2/TGF_beta_R1/PI3K","interacts with"," TGF_beta_R2/TGF_beta_R1|active  (interacts with) TGF_beta_R2/TGF_beta_R1/PI3K","56791",,"55964",,"HETERODIMER_ASSOCIATION"
"103433","pubmed:22948084",,"58756","sa2958 -D sa2963","interacts with","interaction","re1405","s6732","  RAB27a   (interacts with)    RAB27a   ",,"0.0","s6731","re1405","s6727",,,"false","interacts with","  RAB27a   (interacts with)    RAB27a   ","interacts with","  RAB27a   (interacts with)    RAB27a   ","56790",,"56345",,"TRANSLATION"
"103434","pubmed:23169527",,"58755","csa77 -D csa78","interacts with","interaction","re363","","AXIN/APC/GSK/_beta_-Catenin  (interacts with)   AXIN/APC/GSK/_beta_-Catenin   ",,"0.0","s887|s1417","re363","s1421",,,"false","interacts with","AXIN/APC/GSK/_beta_-Catenin  (interacts with)   AXIN/APC/GSK/_beta_-Catenin   ","interacts with","AXIN/APC/GSK/_beta_-Catenin  (interacts with)   AXIN/APC/GSK/_beta_-Catenin   ","56787",,"56233",,"DISSOCIATION"
"103435","pubmed:23169527",,"58754","csa77 -D sa626","interacts with","interaction","re363","","AXIN/APC/GSK/_beta_-Catenin  (interacts with) _beta_-Catenin|_pho",,"0.0","s887|s1417","re363","s1421",,,"false","interacts with","AXIN/APC/GSK/_beta_-Catenin  (interacts with) _beta_-Catenin|_pho","interacts with","AXIN/APC/GSK/_beta_-Catenin  (interacts with) _beta_-Catenin|_pho","56787",,"56057",,"DISSOCIATION"
"103436","pubmed:19641507",,"58753","sa3197 -D csa452","interacts with","interaction","re1481","","14-3-3 (interacts with) BAD/14-3-3",,"0.0","s8068","re1481","s1989|s8067",,,"false","interacts with","14-3-3 (interacts with) BAD/14-3-3","interacts with","14-3-3 (interacts with) BAD/14-3-3","56786",,"55874",,"HETERODIMER_ASSOCIATION"
"103437","pubmed:21914141",,"58752","sa1588 -D sa1589","interacts with","interaction","re730","s2581","MAPKAPK2 (interacts with) MAPKAPK2|_pho",,"0.0","s2584","re730","s2583",,,"false","interacts with","MAPKAPK2 (interacts with) MAPKAPK2|_pho","interacts with","MAPKAPK2 (interacts with) MAPKAPK2|_pho","56785",,"56080",,"STATE_TRANSITION"
"103438","pubmed:25111671",,"58751","sa1808 -D csa69","interacts with","interaction","re833","","MITF|_pho|_ubi|_ubi (interacts with)  26S Proteasome ",,"0.0","s644","re833","s3033",,,"false","interacts with","MITF|_pho|_ubi|_ubi (interacts with)  26S Proteasome ","interacts with","MITF|_pho|_ubi|_ubi (interacts with)  26S Proteasome ","56784",,"55763",,"TRANSPORT"
"103439","pubmed:25109840|pubmed:15372092|pubmed:25111671|pubmed:23365201",,"58750","csa113 -o sa733","interacts with","stimulation","re401","s1165|s1164|s1234|s1238|s2892|s3158","_beta_-Catenin/LEF/Slug_gene complex (interacts with)  Slug ",,"1.0","s1129","re401","s1092",,,"false","interacts with","_beta_-Catenin/LEF/Slug_gene complex (interacts with)  Slug ","interacts with","_beta_-Catenin/LEF/Slug_gene complex (interacts with)  Slug ","56783",,"55447",,"CATALYSIS"
"103440","pubmed:24202393|pubmed:24202393|pubmed:24202393|pubmed:24505617|drugbank:DB08911|drugbank:DB06616|pubmed:17332304|pubmed:18172275|pubmed:25841454",,"58749","sa1143 -o sa110","interacts with","stimulation","re54","s174|s10275|s181|s1945|s7356|s7358","PAK|_pho|active (interacts with) MAP2K/MEK1/2|_pho|active",,"1.0","s176","re54","s175",,,"false","interacts with","PAK|_pho|active (interacts with) MAP2K/MEK1/2|_pho|active","interacts with","PAK|_pho|active (interacts with) MAP2K/MEK1/2|_pho|active","56782",,"56842",,"CATALYSIS"
"103441","pubmed:24072884|pubmed:24072884",,"58748","sa1143 -o sa1145","interacts with","stimulation","re561","s1945","PAK|_pho|active (interacts with) LIMK|_pho|active",,"1.0","s1947","re561","s1946",,,"false","interacts with","PAK|_pho|active (interacts with) LIMK|_pho|active","interacts with","PAK|_pho|active (interacts with) LIMK|_pho|active","56782",,"56010",,"CATALYSIS"
"103442","pubmed:11784851|pubmed:12949498|pubmed:12228228|pubmed:19165420|pubmed:16723992|pubmed:11728826",,"58747","sa1143 -o sa1602","interacts with","stimulation","re733","s10267|s1945","PAK|_pho|active (interacts with) MEKK1|_pho|active",,"1.0","s2604","re733","s2603",,,"false","interacts with","PAK|_pho|active (interacts with) MEKK1|_pho|active","interacts with","PAK|_pho|active (interacts with) MEKK1|_pho|active","56782",,"56813",,"CATALYSIS"
"103443","pubmed:17604717|pubmed:24505617|pubmed:24505617",,"58746","sa1143 -o sa307","interacts with","stimulation","re178","s375|s1945","PAK|_pho|active (interacts with) BAD|Ser-136_pho",,"1.0","s471","re178","s470",,,"false","interacts with","PAK|_pho|active (interacts with) BAD|Ser-136_pho","interacts with","PAK|_pho|active (interacts with) BAD|Ser-136_pho","56782",,"56335",,"CATALYSIS"
"103444","pubmed:24505617",,"58745","sa1143 -o sa1153","interacts with","stimulation","re567","s1945","PAK|_pho|active (interacts with) cRAF|_pho",,"1.0","s1974","re567","s1973",,,"false","interacts with","PAK|_pho|active (interacts with) cRAF|_pho","interacts with","PAK|_pho|active (interacts with) cRAF|_pho","56782",,"56126",,"CATALYSIS"
"103445","pubmed:20820846|pubmed:22578192|pubmed:24505617|pubmed:15459662|pubmed:22578192|pubmed:22578192",,"58744","sa1143 -o sa95","interacts with","stimulation","re42","s38|s10274|s1945|s6351|s9519","PAK|_pho|active (interacts with) RAF|active",,"1.0","s171","re42","s172",,,"false","interacts with","PAK|_pho|active (interacts with) RAF|active","interacts with","PAK|_pho|active (interacts with) RAF|active","56782",,"55627",,"CATALYSIS"
"103446","pubmed:24505617|pubmed:12244125",,"58743","sa1143 -o sa1150","interacts with","stimulation","re565","s1945","PAK|_pho|active (interacts with) _beta_-Catenin|_pho|_pho",,"1.0","s1961","re565","s950",,,"false","interacts with","PAK|_pho|active (interacts with) _beta_-Catenin|_pho|_pho","interacts with","PAK|_pho|active (interacts with) _beta_-Catenin|_pho|_pho","56782",,"55715",,"CATALYSIS"
"103447","drugbank:DB08877|drugbank:DB08895",,"58742","sa3028 -D sa2173","interacts with","interaction","re1450","s7363|s7364"," JAK  (interacts with) JAK",,"0.0","s3854","re1450","s3854",,,"false","interacts with"," JAK  (interacts with) JAK","interacts with"," JAK  (interacts with) JAK","56780",,"55517",,"STATE_TRANSITION"
"103448","",,"58741","sa2784 -D sa2786","interacts with","interaction","re1323","","TGFa (interacts with)  TGFa ",,"0.0","s6057","re1323","s6055",,,"false","interacts with","TGFa (interacts with)  TGFa ","interacts with","TGFa (interacts with)  TGFa ","56778",,"56309",,"TRANSCRIPTION"
"103449","",,"58740","sa1316 -D sa1469","interacts with","interaction","re695","","E-Cadherin  (interacts with) s2405",,"0.0","s2405","re695","s2151",,,"false","interacts with","E-Cadherin  (interacts with) s2405","interacts with","E-Cadherin  (interacts with) s2405","56776",,"56002",,"STATE_TRANSITION"
"103450","pubmed:20495575",,"58739","sa77 -D sa76","interacts with","interaction","re38","","TGF_beta_|hm2 (interacts with)  TGF_beta_|hm2|active ",,"0.0","s3","re38","s3",,,"false","interacts with","TGF_beta_|hm2 (interacts with)  TGF_beta_|hm2|active ","interacts with","TGF_beta_|hm2 (interacts with)  TGF_beta_|hm2|active ","56775",,"55903",,"STATE_TRANSITION"
"103451","pubmed:20495575",,"58738","sa77 -D sa57","interacts with","interaction","re37","","TGF_beta_|hm2 (interacts with) TGF_beta_|hm2|active",,"0.0","s3","re37","s3",,,"false","interacts with","TGF_beta_|hm2 (interacts with) TGF_beta_|hm2|active","interacts with","TGF_beta_|hm2 (interacts with) TGF_beta_|hm2|active","56775",,"56128",,"STATE_TRANSITION"
"103452","pubmed:16915296|pubmed:14707283",,"58737","sa545 -D csa70","interacts with","interaction","re325","","p14ARF|active (interacts with) p14ARF/MDM2 Complex",,"0.0","s766","re325","s765|s10336",,,"false","interacts with","p14ARF|active (interacts with) p14ARF/MDM2 Complex","interacts with","p14ARF|active (interacts with) p14ARF/MDM2 Complex","56774",,"56421",,"HETERODIMER_ASSOCIATION"
"103453","",,"58736","sa1586 -D sa1587","interacts with","interaction","re729","","MEKK6 (interacts with) MEKK6|active",,"0.0","s2582","re729","s2582",,,"false","interacts with","MEKK6 (interacts with) MEKK6|active","interacts with","MEKK6 (interacts with) MEKK6|active","56773",,"56083",,"STATE_TRANSITION"
"103454","pubmed:17251915|pubmed:21378407",,"58735","sa2689 -D csa378","interacts with","interaction","re1280","","      GTP       (interacts with)   G-protein|active  ",,"0.0","s23|s2330","re1280","s22|s2326",,,"false","interacts with","      GTP       (interacts with)   G-protein|active  ","interacts with","      GTP       (interacts with)   G-protein|active  ","56772",,"56100",,"STATE_TRANSITION"
"103455","pubmed:17251915|pubmed:21378407",,"58734","sa2689 -D sa2690","interacts with","interaction","re1280","","      GTP       (interacts with)       GDP      ",,"0.0","s23|s2330","re1280","s22|s2326",,,"false","interacts with","      GTP       (interacts with)       GDP      ","interacts with","      GTP       (interacts with)       GDP      ","56772",,"56141",,"STATE_TRANSITION"
"103456","pubmed:11429546|pubmed:12949498|pubmed:18954521",,"58733","sa1582 -D sa1583","interacts with","interaction","re727","s10267","MEKK3 (interacts with) MEKK3|active",,"0.0","s2576","re727","s2576",,,"false","interacts with","MEKK3 (interacts with) MEKK3|active","interacts with","MEKK3 (interacts with) MEKK3|active","56771",,"56829",,"STATE_TRANSITION"
"103457","pubmed:11784851|pubmed:12949498|pubmed:12228228|pubmed:19165420|pubmed:16723992|pubmed:11728826",,"58732","sa1601 -D sa1602","interacts with","interaction","re733","s10267|s1945","MEKK1 (interacts with) MEKK1|_pho|active",,"0.0","s2604","re733","s2603",,,"false","interacts with","MEKK1 (interacts with) MEKK1|_pho|active","interacts with","MEKK1 (interacts with) MEKK1|_pho|active","56770",,"56813",,"STATE_TRANSITION"
"103458","",,"58731","sa2983 -D sa2984","interacts with","interaction","re1431","","Versican  (interacts with)  Versican  ",,"0.0","s6941","re1431","s6940",,,"false","interacts with","Versican  (interacts with)  Versican  ","interacts with","Versican  (interacts with)  Versican  ","56769",,"56583",,"TRANSCRIPTION"
"103459","pubmed:19283671|pubmed:19283671|pubmed:17016424|pubmed:17016424|drugbank:DB08896|drugbank:DB08875|drugbank:DB04868|drugbank:DB00619|drugbank:DB01268|drugbank:DB01254|drugbank:DB06589|drugbank:DB08901",,"58730","sa1386 -D csa195","interacts with","interaction","re670","s7282|s7357|s7359|s7365|s7366|s7434|s7435|s7436|s7437|s8521"," c-Kit  (interacts with) SCF/KIT/GRB2/SOS/SHC",,"0.0","s10239","re670","s55|s2263|s17|s2265",,,"false","interacts with"," c-Kit  (interacts with) SCF/KIT/GRB2/SOS/SHC","interacts with"," c-Kit  (interacts with) SCF/KIT/GRB2/SOS/SHC","56768",,"55735",,"HETERODIMER_ASSOCIATION"
"103460","pubmed:19283671|pubmed:17016424|drugbank:DB08896|drugbank:DB08875|drugbank:DB04868|drugbank:DB00619|drugbank:DB01268|drugbank:DB01254|drugbank:DB06589|drugbank:DB08901|pubmed:24718867",,"58729","sa1386 -D csa198","interacts with","interaction","re671","s7282|s7357|s7359|s7365|s7366|s7434|s7435|s7436|s7437|s8521"," c-Kit  (interacts with) SCF/c-KT/PI3K|active",,"0.0","s10245","re671","s2263|s9081|s2265",,,"false","interacts with"," c-Kit  (interacts with) SCF/c-KT/PI3K|active","interacts with"," c-Kit  (interacts with) SCF/c-KT/PI3K|active","56768",,"56130",,"HETERODIMER_ASSOCIATION"
"103461","pubmed:17214848|pubmed:16034302|pubmed:9310959|pubmed:1381702|pubmed:22684365",,"58728","sa1939 -I sa1890","interacts with","inhibition","re881","s3256|s10361"," Melanoma progression  (interacts with)  c-KIT ",,"-1.0","s3112","re881","s3111",,,"false","interacts with"," Melanoma progression  (interacts with)  c-KIT ","interacts with"," Melanoma progression  (interacts with)  c-KIT ","56767",,"55806",,"INHIBITION"
"103462","",,"58727","sa452 -D sa453","interacts with","interaction","re239",""," mRNA_USP29  (interacts with)   USP29  ",,"0.0","s635","re239","s634",,,"false","interacts with"," mRNA_USP29  (interacts with)   USP29  ","interacts with"," mRNA_USP29  (interacts with)   USP29  ","56766",,"56342",,"TRANSLATION"
"103463","pubmed:16540670|pubmed:10843728|pubmed:11875741|drugbank:DB01017|pubmed:10843728",,"58726","sa2357 -D sa2359","interacts with","interaction","re1076","s3904|s7583|s9915|Myc_P_nucl","bFGF (interacts with)  bFGF ",,"0.0","s4369","re1076","s4367",,,"false","interacts with","bFGF (interacts with)  bFGF ","interacts with","bFGF (interacts with)  bFGF ","56765",,"56826",,"TRANSCRIPTION"
"103464","pubmed:12209154",,"58725","sa1189 -D sa1192","interacts with","interaction","re587","s2011","Diablo (interacts with)  Diablo ",,"0.0","s2024","re587","s2021",,,"false","interacts with","Diablo (interacts with)  Diablo ","interacts with","Diablo (interacts with)  Diablo ","56764",,"56321",,"TRANSPORT"
"103465","pubmed:15371522|pubmed:12949498",,"58724","sa1605 -D sa1606","interacts with","interaction","re735","s2604","MKK4 (interacts with) MKK4|_pho|active",,"0.0","s2608","re735","s2607",,,"false","interacts with","MKK4 (interacts with) MKK4|_pho|active","interacts with","MKK4 (interacts with) MKK4|_pho|active","56763",,"56109",,"STATE_TRANSITION"
"103466","pubmed:19648011",,"58723","sa1687 -D csa252","interacts with","interaction","re749","","IkBa|_pho|_ubi|_ubi (interacts with)   26S Proteasome  ",,"0.0","s10221","re749","s2795",,,"false","interacts with","IkBa|_pho|_ubi|_ubi (interacts with)   26S Proteasome  ","interacts with","IkBa|_pho|_ubi|_ubi (interacts with)   26S Proteasome  ","56762",,"55805",,"TRANSPORT"
"103467","pubmed:22134240",,"58722","csa40 -D sa337","interacts with","interaction","re198","","  MDM2/p53 Complex   (interacts with) p53|_ubi",,"0.0","s502|s535","re198","s992",,,"false","interacts with","  MDM2/p53 Complex   (interacts with) p53|_ubi","interacts with","  MDM2/p53 Complex   (interacts with) p53|_ubi","56761",,"56673",,"DISSOCIATION"
"103468","pubmed:22134240",,"58721","csa40 -D sa336","interacts with","interaction","re198","","  MDM2/p53 Complex   (interacts with) MDM2|hm2",,"0.0","s502|s535","re198","s992",,,"false","interacts with","  MDM2/p53 Complex   (interacts with) MDM2|hm2","interacts with","  MDM2/p53 Complex   (interacts with) MDM2|hm2","56761",,"55516",,"DISSOCIATION"
"103469","pubmed:22684365|pubmed:16524427",,"58720","csa254 -o sa1708","interacts with","stimulation","re758","s2804|s181"," p50/p65  (interacts with)  pro-TNFa ",,"1.0","s2815","re758","s2813",,,"false","interacts with"," p50/p65  (interacts with)  pro-TNFa ","interacts with"," p50/p65  (interacts with)  pro-TNFa ","56760",,"55976",,"CATALYSIS"
